OBJECTID,COCNAME,STUSAB,COCNUM,STATE_NAME,PPRN,ES_CN_HWACW,ES_CN_HWOA_TOT,ES_CN_HWOC,ES_CN_VET,ES_VSO_HWAC_TOT,ES_VSO_HWOA_TOT,ES_VSO_HWOC_TOT,ES_VSO_VET_TOT,TH_CN_HWAC_TOT,TH_CN_HWOA,TH_CN_HWOC,TH_CN_VET,RRH_CN_HWAC_TOT,RRH_CN_HWOA,RRH_CN_HWOC,RRH_CN_VET,PSH_CN_HWAC_TOT,PSH_CN_HWOA,PSH_CN_HWOC,PSH_CN_VET,PSH_CN_CH,PSH_U_HWAC_TOT,PSH_U_HWOA,PSH_U_HWOC,PSH_U_VET,PSH_U_CH,SH_CN_HWOA,SH_CN_HWOC,SH_CN_VET,SH_PERS_HWOA,UNSH_PERS_HWOA,SH_PERS_HWOC,UNSH_PERS_HWOC,SH_PERS_HWAC,UNSH_PERS_HWAC,SH_CH,UNSH_CH,SH_UY,UNSH_UY,SH_VETS,UNSH_VETS,STATE,Contact_Type,Prefix,First_Name,Last_Name,Suffix,Title,Primary_Phone,Primary_Phone_Ext,Fax,Email_Address,YEAR,Shape__Area,Shape__Length
341,Austin/Travis County CoC,,TX-503,Texas,9652580,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,1259,1,1,835,6,499,670,,,107,157,,,,,,,,,,,,,3626044080.76953,436041.861608077
342,"Dallas City & County, Irving CoC",,TX-600,Texas,27870591,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,1068,17,0,787,18,303,360,,,235,52,,,,,,,,,,,,,7062593948.73047,683944.430600647
343,"Fort Worth, Arlington/Tarrant County CoC",,TX-601,Texas,16892239,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,953,9,0,408,14,198,226,,,87,37,,,,,,,,,,,,,6786790026.67188,641117.814462838
344,El Paso City & County CoC,,TX-603,Texas,8638405,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,182,6,0,281,7,49,50,,,56,24,,,,,,,,,,,,,3648806284.62891,293149.153681923
345,Waco/McLennan County CoC,,TX-604,Texas,2701965,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,53,12,1,91,2,5,29,,,9,5,,,,,,,,,,,,,20256721437.1445,769670.520265627
346,Texas Balance of State CoC,,TX-607,Texas,65868251,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,5631,27,63,1350,674,263,1488,,,229,339,,,,,,,,,,,,,816629466983.533,18651352.4217717
347,Amarillo CoC,,TX-611,Texas,1936701,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,263,6,0,70,0,20,41,,,3,9,,,,,,,,,,,,,408850731.183594,171548.666619586
348,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",,TX-624,Texas,1881150,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,71,10,0,55,0,4,0,,,11,13,,,,,,,,,,,,,52795736923.6445,1458482.94472186
349,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",,TX-700,Texas,59059356,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,1107,9,0,738,0,186,318,,,163,50,,,,,,,,,,,,,12937591675.8125,888104.1485818
350,"Bryan, College Station/Brazos Valley CoC",,TX-701,Texas,1530948,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,52,0,0,7,0,4,15,,,1,1,,,,,,,,,,,,,19424991275.4883,839245.24423687
351,Salt Lake City & County CoC,,UT-500,Utah,7861972,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,413,1,0,567,0,458,196,,,86,5,,,,,,,,,,,,,3659489233.92188,316743.812560527
352,Utah Balance of State CoC,,UT-503,Utah,3862165,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,485,10,0,309,14,81,137,,,18,9,,,,,,,,,,,,,341231948055.902,3338986.65272621
353,Provo/Mountainland CoC,,UT-504,Utah,2692739,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,96,6,0,56,0,5,29,,,2,1,,,,,,,,,,,,,23394469465.3438,1080998.67994264
354,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",,VA-500,Virginia,8313865,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,198,0,0,144,8,116,44,,,63,23,,,,,,,,,,,,,8982824547.47266,810511.677784645
355,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",,VA-501,Virginia,6312514,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,116,0,0,163,7,100,17,,,45,14,,,,,,,,,,,,,7078395433.99219,675942.815369206
356,"Roanoke City & County, Salem CoC",,VA-502,Virginia,2664732,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,76,0,0,109,0,68,26,,,15,3,,,,,,,,,,,,,6766721126.57031,479620.851881597
357,Virginia Beach CoC,,VA-503,Virginia,2534098,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,81,2,0,74,2,45,18,,,23,2,,,,,,,,,,,,,1062599305.48047,508162.373908013
358,Charlottesville CoC,,VA-504,Virginia,689592,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,19,0,0,14,0,11,2,,,32,0,,,,,,,,,,,,,9046885507.26953,682455.473539652
359,"Newport News, Hampton/Virginia Peninsula CoC",,VA-505,Virginia,2377164,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,50,0,0,117,0,56,8,,,37,2,,,,,,,,,,,,,1655223309.39844,761533.009364412
360,Portsmouth CoC,,VA-507,Virginia,1903989,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,52,0,0,45,0,22,12,,,3,3,,,,,,,,,,,,,148893886.953125,75026.36524311
361,Lynchburg CoC,,VA-508,Virginia,796651,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,73,0,0,26,0,1,6,,,7,3,,,,,,,,,,,,,8818450170.91406,556176.030834829
362,"Harrisonburg, Winchester/Western Virginia CoC",,VA-513,Virginia,1214878,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,80,0,0,78,18,76,29,,,5,3,,,,,,,,,,,,,10746297204.8633,602093.385675874
363,"Fredericksburg/Spotsylvania, Stafford Counties CoC",,VA-514,Virginia,825676,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,14,0,0,98,0,20,3,,,3,0,,,,,,,,,,,,,5963344466.58984,627419.137550538
364,Virginia Balance of State CoC,,VA-521,Virginia,6149108,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,348,0,0,402,86,11,18,,,16,21,,,,,,,,,,,,,99047060965.0859,10452861.3529635
365,Arlington County CoC,,VA-600,Virginia,1618511,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,31,0,0,74,0,21,14,,,9,4,,,,,,,,,,,,,111651713.941406,52664.9691437936
366,Fairfax County CoC,,VA-601,Virginia,7066111,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,86,3,0,694,0,129,55,,,24,2,,,,,,,,,,,,,1733206152.19922,275977.629574515
367,Loudoun County CoC,,VA-602,Virginia,653791,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,118,0,0,81,11,15,26,,,3,6,,,,,,,,,,,,,2244545950.10156,241328.394363961
368,Alexandria CoC,,VA-603,Virginia,496876,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,18,0,0,84,0,2,16,,,2,0,,,,,,,,,,,,,64682674.7109375,45126.1613071243
369,Prince William County CoC,,VA-604,Virginia,3115495,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,89,0,0,141,0,21,28,,,9,7,,,,,,,,,,,,,1504475296.45313,269375.483467636
370,Virgin Islands CoC,,VI-500,Virgin Islands,1445672,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,203,0,0,28,2,18,0,,,0,9,,,,,,,,,,,,,387301381.102539,470135.16893197
371,Vermont Balance of State CoC,,VT-500,Vermont,2796509,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,80,0,0,1037,0,674,6,,,78,3,,,,,,,,,,,,,45115188460.5195,1461107.89084417
372,Burlington/Chittenden County CoC,,VT-501,Vermont,870224,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,87,0,0,268,0,170,56,,,24,3,,,,,,,,,,,,,3156104547.42188,282822.470037672
373,Seattle/King County CoC,,WA-500,Washington,17631784,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,9177,43,107,3175,526,1991,6406,,,225,792,,,,,,,,,,,,,12425396130.2734,817863.457364983
374,Washington Balance of State CoC,,WA-501,Washington,9078995,,,,,,,,,,,,,,,,,,,,,,0,41,0,0,41,,,,,3031,32,22,1561,406,782,1771,,,220,137,,,,,,,,,,,,,334229219710.055,8907909.97929431
375,Spokane City & County CoC,,WA-502,Washington,5807903,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,428,21,0,333,15,276,255,,,88,33,,,,,,,,,,,,,10147173734.7656,462422.164325005
376,"Tacoma, Lakewood/Pierce County CoC",,WA-503,Washington,6944373,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,1189,12,4,460,23,441,210,,,165,38,,,,,,,,,,,,,9413678025.29688,1025021.10855339
377,Everett/Snohomish County CoC,,WA-504,Washington,4505900,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,583,19,1,222,41,223,426,,,13,30,,,,,,,,,,,,,12212751068.6719,622535.361730984
378,Vancouver/Clark County CoC,,WA-508,Washington,1340078,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,463,5,1,267,205,226,117,,,21,18,,,,,,,,,,,,,3512835488.45313,302740.903991548
379,Wisconsin Balance of State CoC,,WI-500,Wisconsin,16114174,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,283,9,0,1317,58,381,132,,,159,16,,,,,,,,,,,,,278396193522.355,4529283.16697162
380,Milwaukee City & County CoC,,WI-501,Wisconsin,22111423,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,58,10,0,242,3,34,6,,,94,0,,,,,,,,,,,,,1177564462.78516,173503.537877159
381,Racine City & County CoC,,WI-502,Wisconsin,2497647,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,19,1,0,76,0,14,4,,,33,3,,,,,,,,,,,,,1636338285.64063,191188.650630325
382,Madison/Dane County CoC,,WI-503,Wisconsin,2892299,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,87,2,0,215,2,171,37,,,42,4,,,,,,,,,,,,,6012458397.76172,322678.377010191
383,"Wheeling, Weirton Area CoC",,WV-500,West Virginia,1118704,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,42,1,0,9,0,36,20,,,9,0,,,,,,,,,,,,,4242474418.25391,497313.304017618
384,"Huntington/Cabell, Wayne Counties CoC",,WV-501,West Virginia,2216750,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,70,0,0,41,0,27,5,,,16,5,,,,,,,,,,,,,3365116152.11719,363080.199957156
385,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",,WV-503,West Virginia,2583555,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,142,9,0,28,0,15,66,,,24,10,,,,,,,,,,,,,8887021255.8125,635779.061137802
386,West Virginia Balance of State CoC,,WV-508,West Virginia,5627235,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,519,0,1,95,14,104,113,,,43,25,,,,,,,,,,,,,86551320581.5664,3009402.67138598
387,Wyoming Statewide CoC,,WY-500,Wyoming,1697967,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,75,20,2,90,12,90,36,,,34,3,,,,,,,,,,,,,474197341072.492,2777133.208449
